key,en,zh-TW
channels.duplicated.instagram,This Instagram account is already connected to another workspace.,此 Instagram 帳戶已連接到另一個工作區。
channels.duplicated.messenger,This Facebook Page is already connected to another workspace.,此Facebook 頁面已連接到另一個工作區。
channels.duplicated.telegram,This Telegram bot is already connected to another workspace.,此Telegram 機器人已連接到另一個工作區。
channels.duplicated.tiktok,This TikTok account is already connected to another workspace.,此TikTok帳戶已連接到另一個工作區。
channels.duplicated.whatsapp,This WhatsApp number is already connected to another workspace.,此 WhatsApp 號碼已連接到另一個工作區。
channels.duplicated.zalo,This Zalo OA is already connected to another workspace.,此Zalo OA 已連接到另一個工作區。
channels.reconnect.success,Channel reconnected successfully.,頻道重新連線成功。
channels.reconnect.errors.notFound,The channel to reconnect was not found.,找不到要重新連接的頻道。
channels.reconnect.errors.pageNotFound,The authorized Facebook account does not have access to this Page. Log in with the correct account and grant all requested permissions.,授權的Facebook帳戶無權存取此頁面。使用正確的帳戶登入並授予所有請求的權限。
channels.reconnect.errors.accountNotFound,The authorized account does not match the connected account. Log in with the correct account.,授權帳戶與連結的帳戶不符。使用正確的帳號登入。
channels.reconnect.errors.cancelled,Reconnect was cancelled. Please try again and grant the requested permissions.,重新連線已取消。請重試並授予請求的權限。
channels.reconnect.errors.failed,Reconnect failed. Please try again.,重新連線失敗。請再試一次。
workspace.schedule.title,Set active hours,設定活躍時間
workspace.schedule.description,"Choose a start and end time. If the end time is earlier than the start time, the schedule runs overnight.",選擇開始和結束時間。如果結束時間早於開始時間，排程將跨夜執行。
workspace.schedule.startTime,Start time,開始時間
workspace.schedule.endTime,End time,結束時間
workspace.schedule.alwaysRun,Always run,永遠執行
workspace.schedule.save,Save,儲存
workspace.schedule.invalidTimeRange,Start and end time must be different,開始時間與結束時間必須不同
workspace.schedule.timeRequired,Please select both start and end time,請選擇開始時間與結束時間
workspace.schedule.activated,Workspace activated,工作區已啟用
workspace.schedule.deactivated,Workspace deactivated,工作區已停用
workspace.schedule.activeHours,Active from {startTime} to {endTime},從 {startTime} 到 {endTime} 活躍
workspace.schedule.permissionRequired,Only a super admin can change workspace active hours,只有超級管理員才能更改工作區活動時間
workspace.deletion.title,Delete workspace,刪除工作區
workspace.deletion.description,"Permanently delete this workspace. All contacts, settings, and data will be deleted 24 hours after you confirm.",永久刪除此工作區。所有聯絡人、設定和資料將在您確認後 24 小時內刪除。
workspace.deletion.schedule,Delete workspace,刪除工作區
workspace.deletion.confirmTitle,Delete this workspace?,要刪除此工作區嗎？
workspace.deletion.confirmDescription,"All contacts, settings, and data will be permanently deleted 24 hours after you confirm. You can undo the deletion any time before then.",所有聯絡人、設定和資料將在您確認後 24 小時內永久刪除。您可以在此之前隨時撤銷刪除。
workspace.deletion.pending,This workspace will be deleted {countdown} ({date}). You can undo this at any time before then.,此工作區將於 {countdown} ({date}) 刪除。在此之前您可以隨時撤銷此操作。
workspace.deletion.pendingFallback,soon,即將推出
workspace.deletion.undone,Workspace deletion has been canceled,已取消刪除工作區
workspace.deletion.bannerTitle,Workspace deletion scheduled,工作區已排定刪除
workspace.deletion.bannerDescription,This workspace is scheduled for deletion. Undo the deletion below to continue using it.,此工作區已排定刪除。撤銷下方的刪除即可繼續使用。
workspace.deletion.pendingBlockedToast,This workspace is scheduled for deletion. Contact a workspace admin to restore access.,此工作區已排定刪除。請聯絡工作區管理員以還原存取。
workspace.deletion.navDisabledTooltip,Unavailable while workspace deletion is scheduled,排定刪除工作區時不可用
workspace.deletion.badge,Deletion scheduled,排定刪除
workspaces.list.title,Workspaces List,工作區清單
workspaceToken.title,Workspace token,工作區代幣
dialog.deleteConfirmation,"Are you absolutely sure?
This action cannot be undone.
This will permanently delete your {feature} from our servers.","你確定嗎？
此操作無法撤銷。
這將從我們的伺服器中永久刪除您的 {feature}。"
fields.omnichannel.label,Omnichannel,全通路
fields.smtp.label,SMTP,SMTP
fields.messenger.label,Messenger,Messenger
fields.image.label,Image,圖片
fields.instagram.label,Instagram,Instagram
fields.instagram.loginTitle,Login with Instagram,使用 Instagram 登入
fields.instagram.loginDescription,Connect your Instagram Business account directly via Instagram OAuth.,連接您的 Instagram，直接透過 Instagram OAuth 建立商業帳號。
fields.instagram.facebookLoginTitle,Login with Facebook,使用 Facebook 登入
fields.instagram.facebookLoginDescription,Connect an Instagram account linked to your Facebook Page via Facebook OAuth.,透過 Facebook OAuth 連接 Instagram 帳戶到您的 Facebook 頁面。
fields.instagram.connectViaFacebook,Connect Instagram via Facebook,連接 Instagram 透過 Facebook
fields.instagram.viaFacebookTitle,Instagram via Facebook,Instagram 透過 Facebook
fields.instagram.cloneFromMessenger,Clone from Messenger,從 Messenger 複製
fields.instagram.clonedFromMessenger,Cloned from Messenger,已從 Messenger 複製
fields.zalo.label,Zalo OA,ZaloOA
fields.telegram.label,Telegram,Telegram
fields.telegram.botToken,Bot Token,機器人代幣
fields.telegram.connectInstructions.step1,Open <link>@BotFather</link> in Telegram.,在Telegram中開啟<link>@BotFather</link>。
fields.telegram.connectInstructions.step2,Send <strong>/newbot</strong> and follow the instructions.,傳送<strong>/newbot</strong>並依照指示操作。
fields.telegram.connectInstructions.step3,"After you created the bot, you will receive the bot API token. Copy the API token and paste it below.",建立機器人後，您將收到機器人API權杖。複製 API 權杖並將其貼到下方。
fields.matchAll.label,Match all the conditions below,滿足以下所有條件
fields.matchAny.label,Match one of the conditions below,符合下列條件之一
fields.condition.label,Condition,條件
fields.actions.label,Actions,操作
fields.tags.label,Tags,標籤
fields.customFields.label,Custom Fields,自訂欄位
fields.pipelines.label,Pipelines,管道
fields.sequences.label,Sequences,序列
fields.ecommerce.label,Ecommerce,電子商務
fields.entryPointLink.label,Entry Point Link,入口點連結
fields.assignedId.label,Assign To,指派給
fields.operator.label,Operator,運算符
fields.operator.is,Is,是
fields.operator.isNot,Is not,不是
fields.operator.in,In,在
fields.operator.notIn,Not in,不在
fields.operator.isEmpty,Has no value,無值
fields.operator.isNotEmpty,Has any value,有任何值
fields.operator.gt,Greater than,大於
fields.operator.lt,Less than,小於
fields.operator.gte,Greater than or Equal to,大於或等於
fields.operator.lte,Less than or Equal to,小於或等於
fields.operator.contains,Contains,包含
fields.operator.notContains,Doesn't contain,不包含
fields.operator.startsWith,Starts with,開頭
fields.operator.endsWith,Ends with,結尾為
fields.operator.isBetween,Interval,間隔
fields.operator.notBetween,Not interval,非區間
fields.operator.used,Used,已使用
fields.contactFilter.allConditions,All of the following conditions,滿足以下所有條件
fields.contactFilter.anyConditions,Any of the below conditions.,以下任何條件。
fields.contactFilter.label,Contact filter,聯絡人過濾器
fields.contactFilter.onlyContactsMatch,"Only contacts, that match to",僅匹配的聯絡人
fields.contactFilter.moreOptions,More Options,更多選項
fields.contactNote.label,Contact Note,聯絡人備註
fields.chooseTime.label,Choose time,選擇時間
fields.notificationType.label,Notification Type,通知類型
fields.notificationType.notifyAdmin,Notify Admin,通知管理員
fields.notificationType.newMessageToHuman,New Message to Human,人類新訊息
fields.notificationType.newOrder,New Order,新訂單
fields.notificationChannel.label,Notification Channel,通知頻道
fields.notificationChannel.messenger,Messenger,Messenger
fields.notificationChannel.email,Email,電子郵件
fields.notificationChannel.telegram,Telegram,Telegram
fields.notificationChannel.browser,Browser,瀏覽器
fields.accessToken.label,Access Token,訪問權杖
fields.botField.label,Bot Field,機器人欄位
fields.agent.label,Agent,Agent
fields.aiAgent.label,AI Agent,AI Agent
fields.aiQueuedMessages.label,AI Queued Messages,AI 排隊訊息
fields.aiFile.label,AI File,AI 檔案
fields.aiFunction.label,AI Function,人工智慧功能
fields.aiTrigger.label,AI Trigger,人工智慧觸發器
fields.alphanumericLength.label,Alphanumeric Length,字母數字長度
fields.analytics.label,Analytics,分析
fields.apiKey.label,API Key,API金鑰
fields.auth.label,Auth,授權
fields.authorizedDomain.description,The domains or subdomains that are authorized to access your webchat.,有權存取您的網路聊天的網域或子網域。
fields.authorizedDomain.label,"Authorized Domain{plural, select, 1 {s} other {}}","已授權網域 {plural, select, 1 {} other {}}"
fields.webSearchAuthorizedDomains.label,Authorized websites for Web Search tool,Web 搜尋工具的授權網站
fields.webSearchAuthorizedDomains.placeholder,example.com,example.com
fields.webSearchAuthorizedDomains.tooltip,List of domains that the AI agent can access. Leave empty to allow all domains.,AI Agent可以存取的域清單。留空以允許所有網域。
fields.authToken.label,Token,代幣
fields.authType.headers,Custom Header,自訂標頭
fields.authType.none,None,無
fields.authType.token,Token,代幣
fields.automatedResponse.label,Automated Response,自動回應
fields.avatar.label,Profile Image,個人資料圖片
fields.reflink.label,Entry Point Link,入口點連結
fields.qrCode.label,QR Code,QR Code
fields.savePayloadToCustomField.label,Save payload to custom field,將負載儲存到自訂欄位
fields.bot.label,Bot,機器人
fields.botResponse.label,Bot Response,機器人回應
fields.brandColor.description,"This color is used on buttons to match your branding on the landing page, emails and webchat.",此顏色將用於按鈕，以配合您在著陸頁面、電子郵件和網路聊天上的品牌。
fields.brandColor.label,Brand Color,品牌顏色
fields.broadcast.label,Broadcast,廣播
fields.trigger.label,Trigger,觸發器
fields.webhook.label,Webhook,Webhook
fields.button.label,Button,按鈕
fields.button.whenPressed,When this button is pressed,當按下此按鈕時
fields.buttonLabel.label,Button Label,按鈕標籤
fields.category.label,Category,分類
fields.completed.label,Completed,已完成
fields.workspace.label,Workspace,工作區
fields.workspaceId.description,Unique identifier for your workspace.,您的工作區的唯一識別碼。
fields.workspaceId.label,Workspace ID,工作區 ID
fields.workspaceName.label,Account Name,帳戶名稱
fields.contact.label,Contact,聯絡人
fields.contacts.label,Contacts,聯絡人
fields.conversation.label,Conversation,對話
fields.conversationStarter.description,The conversation starters are used to start a conversation with a user.,對話啟動器用於啟動與使用者的對話。
fields.conversationStarter.label,"Conversation Starter{plural, select, 1 {s} other {}}","對話起始訊息 {plural, select, 1 {} other {}}"
